pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
98,SELL,2024.05.23 21:00:00,2332.2,0.45,2335.2,2312.2,,0.0,0.0,0.0,2024.05.23 21:00:13,2335.2,0.45,SL,-135.0,0.22,-135.0,12335.51
99,SELL,2024.05.23 22:00:00,2334.83,0.44,2334.83,2314.83,2024.05.24 02:00:00,0.22,2331.08,82.5,2024.05.24 04:00:14,2335.23,0.22,SL,-8.8,360.23,73.7,12409.21
100,SELL,2024.05.24 05:00:14,2327.0,0.45,2330.0,2307.0,,0.0,0.0,0.0,2024.05.24 05:00:59,2330.81,0.45,SL,-171.45,0.75,-171.45,12237.76
101,SELL,2024.05.30 08:00:10,2325.42,0.44,2328.43,2305.43,,0.0,0.0,0.0,2024.05.30 09:00:07,2328.43,0.44,SL,-132.44,59.95,-132.44,12105.32
102,SELL,2024.05.31 21:00:21,2322.43,0.43,2325.57,2302.57,,0.0,0.0,0.0,2024.05.31 22:00:10,2325.57,0.43,SL,-135.02,59.82,-135.02,11970.3
103,SELL,2024.06.03 07:00:20,2320.64,0.43,2323.64,2300.64,,0.0,0.0,0.0,2024.06.03 08:00:05,2323.87,0.43,SL,-138.89,59.75,-138.89,11831.41
104,SELL,2024.06.03 09:00:00,2320.21,0.42,2323.21,2300.21,,0.0,0.0,0.0,2024.06.03 10:00:06,2323.21,0.42,SL,-126.0,60.1,-126.0,11705.41
105,BUY,2024.06.06 02:00:00,2357.03,0.42,2357.03,2377.03,2024.06.06 07:00:00,0.21,2368.53,241.5,2024.06.06 15:00:08,2357.03,0.21,SL,0.0,780.13,241.5,11946.91
106,BUY,2024.06.06 18:00:06,2374.97,0.43,2371.97,2394.97,,0.0,0.0,0.0,2024.06.06 19:00:10,2371.97,0.43,SL,-129.0,60.07,-129.0,11817.91
107,BUY,2024.06.07 03:00:20,2378.54,0.12,2375.54,2398.54,,0.0,0.0,0.0,2024.06.07 04:00:07,2375.54,0.12,SL,-36.0,59.78,-36.0,11781.91
108,BUY,2024.06.07 06:00:16,2379.75,0.12,2376.22,2399.22,,0.0,0.0,0.0,2024.06.07 08:00:10,2376.22,0.12,SL,-42.36,119.9,-42.36,11739.55
109,SELL,2024.06.07 17:00:00,2309.51,0.42,2312.51,2289.51,,0.0,0.0,0.0,2024.06.07 17:00:03,2312.52,0.42,SL,-126.42,0.05,-126.42,11613.13
110,SELL,2024.06.07 18:00:00,2313.45,0.42,2316.45,2293.45,,0.0,0.0,0.0,2024.06.07 22:00:09,2293.45,0.42,TP,840.0,240.15,840.0,12453.13
111,SELL,2024.06.07 23:00:00,2288.25,0.45,2291.25,2268.25,,0.0,0.0,0.0,2024.06.07 23:00:15,2291.25,0.45,SL,-135.0,0.25,-135.0,12318.13
112,BUY,2024.06.12 19:00:14,2338.24,0.1,2334.72,2357.72,,0.0,0.0,0.0,2024.06.12 20:00:13,2334.72,0.1,SL,-35.2,59.98,-35.2,12282.93
113,BUY,2024.06.20 09:00:06,2341.01,0.1,2338.01,2361.01,,0.0,0.0,0.0,2024.06.20 11:00:06,2338.01,0.1,SL,-30.0,120.0,-30.0,12252.93
114,BUY,2024.06.20 16:00:07,2345.69,0.1,2345.69,2365.69,2024.06.20 19:00:00,0.05,2353.71,40.1,2024.06.21 08:00:21,2365.69,0.05,TP,100.0,960.23,140.1,12393.03
115,BUY,2024.06.21 11:00:10,2366.34,0.1,2362.5,2385.5,,0.0,0.0,0.0,2024.06.21 13:00:16,2362.31,0.1,SL,-40.3,120.1,-40.3,12352.73
116,BUY,2024.06.21 14:00:21,2368.77,0.1,2365.14,2388.14,,0.0,0.0,0.0,2024.06.21 15:00:09,2365.14,0.1,SL,-36.3,59.8,-36.3,12316.43
117,SELL,2024.06.26 13:00:13,2309.71,0.1,2312.71,2289.71,,0.0,0.0,0.0,2024.06.26 14:00:14,2314.06,0.1,SL,-43.5,60.02,-43.5,12272.93
118,SELL,2024.06.26 16:00:03,2309.7,0.1,2309.7,2289.7,2024.06.26 18:00:00,0.05,2297.5,61.0,2024.06.27 12:00:09,2309.7,0.05,SL,-0.0,1200.1,61.0,12333.93
119,BUY,2024.06.28 13:00:13,2332.02,0.1,2329.02,2352.02,,0.0,0.0,0.0,2024.06.28 16:00:10,2329.02,0.1,SL,-30.0,179.95,-30.0,12303.93
120,BUY,2024.07.03 09:00:14,2339.85,0.1,2339.85,2359.85,2024.07.03 12:00:00,0.05,2344.7,24.25,2024.07.03 17:00:00,2360.23,0.05,TP,101.9,479.77,126.15,12430.08
121,BUY,2024.07.03 17:00:00,2360.25,0.1,2357.25,2380.25,,0.0,0.0,0.0,2024.07.03 19:00:13,2357.25,0.1,SL,-30.0,120.22,-30.0,12400.08
122,BUY,2024.07.03 20:00:00,2356.49,0.1,2353.49,2376.49,,0.0,0.0,0.0,2024.07.04 09:00:10,2352.74,0.1,SL,-37.5,780.17,-37.5,12362.58
123,BUY,2024.07.05 08:00:21,2365.06,0.44,2361.99,2384.99,,0.0,0.0,0.0,2024.07.05 13:00:08,2361.92,0.44,SL,-138.16,299.78,-138.16,12224.42
124,BUY,2024.07.05 15:00:06,2368.13,0.09,2368.13,2388.13,2024.07.05 18:00:00,0.05,2380.79,63.3,2024.07.05 18:00:10,2388.37,0.039999999999999994,TP,80.96,180.07,144.26,12368.68
125,BUY,2024.07.05 19:00:00,2384.78,0.1,2384.78,2404.78,2024.07.05 23:00:00,0.05,2388.77,19.95,2024.07.08 03:00:08,2384.57,0.05,SL,-1.05,3360.13,18.9,12387.58
126,BUY,2024.07.11 15:00:04,2392.96,0.1,2389.94,2412.94,,0.0,0.0,0.0,2024.07.11 16:00:05,2412.95,0.1,TP,199.9,60.02,199.9,12587.48
127,BUY,2024.07.11 17:00:04,2409.81,0.1,2409.81,2429.81,2024.07.11 19:00:00,0.05,2417.27,37.3,2024.07.12 04:00:10,2409.54,0.05,SL,-1.35,660.1,35.95,12623.43
128,BUY,2024.07.15 17:00:05,2424.6,0.1,2424.6,2444.6,2024.07.15 20:00:00,0.05,2430.3,28.5,2024.07.15 20:00:08,2423.81,0.05,SL,-3.95,180.05,24.55,12647.98
129,BUY,2024.07.16 12:00:08,2440.64,0.1,2436.78,2459.78,,0.0,0.0,0.0,2024.07.16 15:00:05,2436.77,0.1,SL,-38.7,179.95,-38.7,12609.28
130,BUY,2024.07.16 16:00:04,2439.78,0.1,2436.78,2459.78,,0.0,0.0,0.0,2024.07.16 18:00:05,2459.78,0.1,TP,200.0,120.02,200.0,12809.28
131,BUY,2024.07.16 19:00:00,2463.26,0.1,2460.26,2483.26,,0.0,0.0,0.0,2024.07.16 19:00:08,2459.87,0.1,SL,-33.9,0.13,-33.9,12775.38
132,BUY,2024.07.16 20:00:00,2459.23,0.1,2456.23,2479.23,,0.0,0.0,0.0,2024.07.17 04:00:08,2479.24,0.1,TP,200.1,480.13,200.1,12975.48
133,BUY,2024.07.17 05:00:00,2479.56,0.1,2476.56,2499.56,,0.0,0.0,0.0,2024.07.17 05:00:07,2476.56,0.1,SL,-30.0,0.12,-30.0,12945.48
134,BUY,2024.07.17 06:00:00,2474.72,0.1,2471.72,2494.72,,0.0,0.0,0.0,2024.07.17 06:00:03,2471.72,0.1,SL,-30.0,0.05,-30.0,12915.48
135,BUY,2024.07.17 16:00:06,2482.39,0.1,2479.39,2502.39,,0.0,0.0,0.0,2024.07.17 17:00:02,2479.39,0.1,SL,-30.0,59.93,-30.0,12885.48
136,SELL,2024.07.19 09:00:05,2420.53,0.13,2423.53,2400.53,,0.0,0.0,0.0,2024.07.19 16:00:00,2400.53,0.13,TP,260.0,419.92,260.0,13145.48
137,SELL,2024.07.19 17:00:04,2401.65,0.13,2404.65,2381.65,,0.0,0.0,0.0,2024.07.19 18:00:08,2404.66,0.13,SL,-39.13,60.07,-39.13,13106.35
138,SELL,2024.07.19 19:00:10,2401.62,0.13,2404.65,2381.65,,0.0,0.0,0.0,2024.07.22 02:00:00,2411.37,0.13,SL,-126.75,3299.83,-126.75,12979.6
139,SELL,2024.07.22 15:00:06,2393.86,0.13,2396.86,2373.86,,0.0,0.0,0.0,2024.07.22 16:00:00,2396.86,0.13,SL,-39.0,59.9,-39.0,12940.6
140,SELL,2024.07.22 17:00:05,2388.83,0.13,2391.83,2368.83,,0.0,0.0,0.0,2024.07.22 19:00:14,2391.83,0.13,SL,-39.0,120.15,-39.0,12901.6
141,BUY,2024.07.24 17:00:00,2421.88,0.13,2418.88,2441.88,,0.0,0.0,0.0,2024.07.24 19:00:14,2418.63,0.13,SL,-42.25,120.23,-42.25,12859.35
142,SELL,2024.07.25 10:00:04,2365.89,0.46,2369.85,2346.85,,0.0,0.0,0.0,2024.07.25 10:00:06,2369.85,0.46,SL,-182.16,0.03,-182.16,12677.19
143,SELL,2024.07.25 15:00:00,2365.89,0.45,2368.89,2345.89,,0.0,0.0,0.0,2024.07.25 15:00:04,2368.9,0.45,SL,-135.45,0.07,-135.45,12541.74
144,SELL,2024.07.25 16:00:04,2365.89,0.45,2365.89,2345.89,2024.07.25 22:00:00,0.23,2357.22,199.41,2024.07.26 04:00:06,2365.89,0.22,SL,-0.0,720.03,199.41,12741.15
145,BUY,2024.07.31 06:00:09,2412.79,0.13,2412.79,2432.79,2024.07.31 09:00:00,0.07,2417.86,35.49,2024.07.31 21:00:06,2432.8,0.06,TP,120.06,899.95,155.55,12896.7
146,BUY,2024.07.31 22:00:00,2433.86,0.13,2430.86,2453.86,,0.0,0.0,0.0,2024.08.01 04:00:06,2453.86,0.13,TP,260.0,360.1,260.0,13156.7
147,BUY,2024.08.01 05:00:00,2451.44,0.13,2448.44,2471.44,,0.0,0.0,0.0,2024.08.01 05:00:03,2448.43,0.13,SL,-39.13,0.05,-39.13,13117.57
148,BUY,2024.08.01 17:00:00,2458.4,0.13,2455.39,2478.39,,0.0,0.0,0.0,2024.08.01 17:00:03,2455.38,0.13,SL,-39.26,0.05,-39.26,13078.31
149,BUY,2024.08.02 08:00:10,2463.86,0.13,2459.33,2482.33,,0.0,0.0,0.0,2024.08.02 14:00:13,2459.33,0.13,SL,-58.89,360.05,-58.89,13019.42
150,BUY,2024.08.02 15:00:04,2468.52,0.13,2465.51,2488.51,,0.0,0.0,0.0,2024.08.02 16:00:03,2465.5,0.13,SL,-39.26,59.98,-39.26,12980.16
151,SELL,2024.08.06 08:00:06,2404.44,0.46,2407.45,2384.45,,0.0,0.0,0.0,2024.08.06 09:00:07,2407.45,0.46,SL,-138.46,60.02,-138.46,12841.7
152,SELL,2024.08.06 10:00:00,2401.62,0.46,2404.62,2381.62,,0.0,0.0,0.0,2024.08.06 10:00:06,2404.62,0.46,SL,-138.0,0.1,-138.0,12703.7
153,SELL,2024.08.06 15:00:08,2394.86,0.45,2397.86,2374.86,,0.0,0.0,0.0,2024.08.06 16:00:05,2397.86,0.45,SL,-135.0,59.95,-135.0,12568.7
154,SELL,2024.08.06 17:00:06,2391.86,0.45,2394.86,2371.86,,0.0,0.0,0.0,2024.08.06 21:00:13,2394.86,0.45,SL,-135.0,240.12,-135.0,12433.7
155,SELL,2024.08.07 03:00:05,2381.18,0.44,2384.79,2361.79,,0.0,0.0,0.0,2024.08.07 03:00:10,2385.37,0.44,SL,-184.36,0.08,-184.36,12249.34
156,SELL,2024.08.07 04:00:07,2381.79,0.44,2384.79,2361.79,,0.0,0.0,0.0,2024.08.07 05:00:06,2386.0,0.44,SL,-185.24,59.98,-185.24,12064.1
157,BUY,2024.08.08 21:00:16,2424.38,0.12,2421.38,2444.38,,0.0,0.0,0.0,2024.08.09 04:00:01,2421.06,0.12,SL,-39.84,419.75,-39.84,12024.26
158,BUY,2024.08.09 05:00:00,2427.32,0.12,2424.32,2447.32,,0.0,0.0,0.0,2024.08.09 05:00:13,2424.32,0.12,SL,-36.0,0.22,-36.0,11988.26
159,BUY,2024.08.09 13:00:12,2428.96,0.12,2425.96,2448.96,,0.0,0.0,0.0,2024.08.09 14:00:14,2425.22,0.12,SL,-44.88,60.03,-44.88,11943.38
160,BUY,2024.08.09 15:00:10,2429.94,0.12,2425.96,2448.96,,0.0,0.0,0.0,2024.08.09 16:00:05,2425.96,0.12,SL,-47.76,59.92,-47.76,11895.62
161,BUY,2024.08.09 17:00:06,2432.65,0.12,2429.65,2452.65,,0.0,0.0,0.0,2024.08.09 17:00:09,2429.64,0.12,SL,-36.12,0.05,-36.12,11859.5
162,BUY,2024.08.09 18:00:10,2432.67,0.12,2429.65,2452.65,,0.0,0.0,0.0,2024.08.09 19:00:01,2429.65,0.12,SL,-36.24,59.85,-36.24,11823.26
163,BUY,2024.08.09 20:00:00,2434.55,0.12,2431.55,2454.55,,0.0,0.0,0.0,2024.08.09 20:00:14,2430.54,0.12,SL,-48.12,0.23,-48.12,11775.14
164,BUY,2024.08.12 09:00:14,2437.29,0.12,2437.29,2457.29,2024.08.12 15:00:00,0.06,2441.61,25.92,2024.08.12 16:00:07,2457.3,0.06,TP,120.06,419.88,145.98,11921.12
165,BUY,2024.08.12 17:00:00,2454.31,0.12,2451.31,2474.31,,0.0,0.0,0.0,2024.08.12 17:00:05,2451.31,0.12,SL,-36.0,0.08,-36.0,11885.12
166,BUY,2024.08.12 18:00:00,2453.43,0.12,2450.43,2473.43,,0.0,0.0,0.0,2024.08.13 02:00:00,2473.78,0.12,TP,244.2,480.0,244.2,12129.32
167,BUY,2024.08.13 02:00:00,2473.8,0.12,2470.8,2493.8,,0.0,0.0,0.0,2024.08.13 03:00:13,2470.79,0.12,SL,-36.12,60.22,-36.12,12093.2
