Date,equity
2025-04-11,14957.933035870521
2025-04-14,14896.421956255472
2025-04-16,16193.463678040249
2025-04-17,16070.441518810152
2025-04-21,16025.635471566058
2025-04-22,16551.13417322835
2025-04-23,16875.394603674544
2025-05-01,16567.839205599303
2025-05-05,16506.328125984255
2025-05-06,17741.858768153983
2025-05-08,17495.81444969379
2025-05-09,17372.792290463694
2025-05-12,16880.70365354331
2025-05-14,16573.14825546807
2025-05-15,17221.66911636046
2025-05-21,17238.37414873141
2025-05-22,17053.84090988627
2025-05-23,16684.77443219598
2025-05-27,16500.241193350834
2025-05-28,16438.730113735786
2025-05-29,16192.685795275595
2025-06-02,16069.663636045498
2025-06-03,16332.412986876645
2025-06-05,16209.390827646548
2025-06-06,16147.8797480315
2025-06-09,15901.835429571307
2025-06-12,15980.05154155731
2025-06-13,16119.77873315836
2025-06-16,15996.756573928264
2025-06-17,15935.245494313214
2025-06-19,15812.22333508312
2025-06-20,15627.690096237975
2025-06-24,16091.67771828522
2025-06-27,16108.382750656172
2025-06-30,16046.871671041125
2025-07-01,16371.132101487317
2025-07-03,16309.62102187227
2025-07-07,16125.087783027126
2025-07-08,16002.065623797029
2025-07-09,15817.532384951886
2025-07-11,16343.031086614177
2025-07-14,16158.497847769033
2025-07-16,16096.986768153984
2025-07-17,16035.475688538936
2025-07-21,15912.453529308841
2025-07-22,16175.202880139987
2025-07-23,15929.158561679793
2025-07-24,15867.647482064745
2025-07-25,16130.39683289589
2025-07-28,16007.374673665796
2025-07-29,15945.863594050748
2025-07-30,16147.101865266846
2025-08-01,16024.07970603675
2025-08-04,16163.806897637798
2025-08-05,16040.784738407703
2025-08-07,15856.251499562559
2025-08-08,15733.229340332462
2025-08-11,15487.18502187227
2025-08-12,15241.140703412078
2025-08-14,15056.607464566932
2025-08-18,14995.096384951885
2025-08-19,14933.585305336837
2025-08-20,14872.074225721788
2025-08-26,14687.540986876644
2025-08-27,14564.518827646549
2025-08-28,14256.963429571308
2025-08-29,14458.201700787406
2025-09-01,14659.439972003503
2025-09-02,14351.884573928262
2025-09-03,14491.611765529313
2025-09-05,14245.56744706912
2025-09-08,14385.29463867017
2025-09-09,14139.250320209976
2025-10-15,15296.564850393705
2025-10-16,14804.47621347332
2025-10-17,14681.454054243222
2025-10-20,14619.942974628175
2025-10-22,14496.92081539808
2025-10-27,14821.181245844273
2025-10-28,15022.41951706037
2025-11-06,14899.397357830276
2025-11-07,14776.375198600179
2025-11-10,14793.080230971133
2025-11-11,15380.090012248473
2025-11-12,15642.83936307962
2025-11-13,15844.077634295718
2025-11-14,15721.055475065621
2025-11-17,15413.500076990382
2025-11-18,15228.966838145236
2025-11-19,15553.22726859143
2025-11-25,15245.671870516191
2025-11-26,14999.627552055998
2025-11-28,15200.865823272095
2025-12-01,14831.799345581807
2025-12-09,14708.777186351712
2025-12-11,14401.22178827647
2025-12-12,15312.492000000006
2025-12-18,15189.46984076991
2025-12-22,15144.663793525815
2025-12-23,15731.673574803155
2025-12-24,16503.216594925638
2025-12-26,16318.683356080495
2025-12-29,16642.94378652669
2025-12-30,16519.921627296593
2025-12-31,16273.8773088364
2026-01-05,15843.299751531064
2026-01-06,15351.21111461068
2026-01-09,15228.188955380583
2026-01-11,15552.449385826778
