Date,equity
2025-12-23,20064.621999999967
2025-12-24,20467.594999999965
2025-12-26,20399.80999999996
2025-12-29,20694.739999999965
2025-12-30,20790.149999999965
2025-12-31,20844.206999999966
2026-01-05,20611.777999999966
2026-01-06,20244.77399999996
2026-01-09,20236.049999999967
2026-01-11,20468.79099999997
2026-01-12,20464.66099999997
2026-01-13,20385.58599999997
2026-01-14,20190.550999999978
2026-01-18,20506.895999999975
2026-01-20,21209.13599999997
2026-01-21,21168.09499999998
2026-01-22,21788.624999999985
2026-01-23,22019.108999999997
2026-01-25,23032.928999999986
2026-01-26,23139.83299999999
2026-01-27,23211.68699999997
2026-01-28,23781.012999999963
2026-01-30,23833.443999999952
2026-02-01,24313.67699999995
2026-02-02,24814.046999999926
2026-02-03,24772.616999999915
2026-02-04,24582.68699999991
2026-02-09,24665.86199999993
2026-02-11,25177.03199999992
2026-02-17,24794.458999999923
2026-02-20,24374.488999999943
2026-02-22,24684.62899999994
2026-02-23,25132.252999999917
2026-02-27,25184.45699999993
2026-03-01,25431.01299999992
2026-03-02,25433.34699999992
2026-03-12,25237.39599999992
2026-03-13,25662.863999999914
2026-03-15,25466.757999999914
2026-03-18,25631.991999999937
2026-03-19,26487.5369999999
2026-03-20,26453.1849999999
2026-03-22,26983.5899999999
2026-03-23,27560.557999999903
2026-03-24,27351.7999999999
2026-03-30,27589.0609999999
2026-03-31,27597.601999999955
2026-04-01,27333.73899999995
2026-04-07,27108.337999999945
2026-04-14,27224.064999999937
2026-04-17,27300.78699999993
2026-04-21,27651.67099999994
2026-04-23,27544.12899999994
2026-04-24,27604.90999999994
2026-04-28,27263.042999999932
2026-04-29,27177.305999999928
2026-05-04,26968.547999999926
2026-05-06,27290.194999999927
2026-05-07,27418.38099999994
2026-05-11,27261.12399999993
2026-05-14,27637.612999999932
2026-05-15,28295.78899999993
2026-05-17,28859.716999999935
2026-05-19,28416.721999999932
2026-05-27,28813.724999999937
2026-05-28,28592.314999999937
2026-05-29,28318.84299999993
