pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
1357,BUY,2026.02.27 22:21:55,5257.68,1.11,5257.68,5277.68,2026.02.27 22:25:00,0.56,5260.72,170.24,2026.02.27 22:27:57,5257.59,0.55,SL,-4.95,6.03,165.29,42051.62
1358,BUY,2026.02.27 22:30:06,5257.67,1.11,5254.64,5277.64,,0.0,0.0,0.0,2026.02.27 22:38:51,5254.59,1.11,SL,-341.88,8.75,-341.88,41709.74
1359,BUY,2026.02.27 22:45:00,5260.21,1.1,5257.21,5280.21,,0.0,0.0,0.0,2026.02.27 23:15:31,5257.2,1.1,SL,-331.1,30.52,-331.1,41378.64
1360,BUY,2026.02.27 23:30:00,5262.07,1.1,5262.07,5282.07,2026.02.27 23:43:00,0.55,5273.68,638.55,2026.03.02 01:05:00,5362.38,0.55,TP,5517.05,2975.0,6155.6,47534.24
1361,BUY,2026.03.02 01:15:00,5348.15,1.26,5345.15,5368.15,,0.0,0.0,0.0,2026.03.02 01:16:35,5344.89,1.26,SL,-410.76,1.58,-410.76,47123.48
1362,BUY,2026.03.02 01:30:00,5355.27,1.25,5355.27,5375.27,2026.03.02 01:33:00,0.63,5365.08,618.03,2026.03.02 01:37:59,5375.32,0.62,TP,1243.1,7.98,1861.13,48984.61
1363,BUY,2026.03.02 01:45:00,5382.46,1.3,5379.46,5402.46,,0.0,0.0,0.0,2026.03.02 01:45:11,5379.44,1.3,SL,-392.6,0.18,-392.6,48592.01
1364,BUY,2026.03.02 02:00:00,5387.59,1.29,5384.59,5407.59,,0.0,0.0,0.0,2026.03.02 02:00:02,5384.27,1.29,SL,-428.28,0.03,-428.28,48163.73
1365,BUY,2026.03.02 02:15:00,5376.12,1.28,5373.12,5396.12,,0.0,0.0,0.0,2026.03.02 02:15:57,5373.04,1.28,SL,-394.24,0.95,-394.24,47769.49
1366,BUY,2026.03.02 02:30:00,5365.2,1.27,5362.2,5385.2,,0.0,0.0,0.0,2026.03.02 02:31:21,5362.08,1.27,SL,-396.24,1.35,-396.24,47373.25
